"chr1"	2121121	2121161	0	15	17	24	26	0	31	22	34	16	14	41	0	17	19	22	29	28	0	26	60	0	37	0	45	41	31	389	75	"upstream"	"AL590822.2"
"chr1"	2143793	2143805	19	22	27	0	21	19	37	29	22	21	21	28	26	35	0	19	31	0	0	25	32	0	0	18	32	22	30	420	156	"upstream"	"RP11-181G12.4"
"chr1"	2158365	2158373	0	36	43	35	36	25	34	34	38	26	0	0	65	0	50	29	42	36	39	39	62	0	0	50	103	42	46	435	1760	"upstream"	"SKI"
"chr1"	2159050	2159060	37	36	43	35	36	25	34	0	0	0	21	79	65	35	0	0	42	0	39	39	62	37	53	50	103	42	46	447	1073	"upstream"	"SKI"
"chr1"	2322596	2322621	46	19	28	0	0	25	28	21	24	17	0	38	42	55	35	15	26	16	16	49	53	22	0	35	39	42	0	492	645	"upstream"	"RER1"
"chr1"	2457412	2458067	13	14	17	0	28	23	29	24	21	0	20	27	23	25	26	21	17	27	25	28	34	17	29	26	30	28	17	590	0	"overlapStart"	"PANK4"
"chr1"	2475344	2475347	20	0	0	0	24	18	25	16	22	17	20	24	23	31	32	13	14	0	30	20	29	20	0	0	16	17	17	595	2556	"upstream"	"RP3-395M20.12"
"chr1"	2477794	2477835	0	22	27	20	25	27	25	21	22	25	18	24	23	31	27	0	0	0	30	0	29	20	26	0	27	44	19	599	68	"upstream"	"RP3-395M20.12"
"chr1"	2516542	2516561	23	17	34	0	27	17	35	31	28	0	0	28	30	36	28	20	0	13	25	0	33	0	25	25	30	22	21	632	1368	"upstream"	"FAM213B"
"chr1"	3540738	3540751	25	29	0	0	0	0	0	35	18	18	20	28	31	32	12	19	38	15	18	37	24	26	30	26	36	0	36	763	814	"upstream"	"TPRG1L"
"chr1"	3631130	3631266	36	16	19	22	25	0	25	17	0	0	0	28	26	14	20	19	19	0	24	18	32	29	24	23	24	0	26	777	267	"upstream"	"RP5-1092A11.2"
"chr1"	3688708	3688733	26	19	23	0	14	0	0	20	0	0	0	25	21	22	20	17	15	14	31	13	26	15	19	31	23	28	22	791	618	"upstream"	"SMIM1"
"chr1"	3773385	3773392	29	19	30	0	35	0	39	0	17	0	26	37	34	34	30	17	30	0	33	0	37	45	38	29	37	31	39	805	452	"upstream"	"DFFB"
"chr1"	3816427	3816437	34	37	24	25	34	0	54	44	26	41	0	55	28	35	50	0	23	25	42	0	66	0	47	0	62	45	32	818	498	"upstream"	"LINC01134"
"chr1"	4714352	4714434	0	24	21	0	27	0	38	24	31	14	20	22	30	37	18	0	27	0	18	0	37	22	25	21	33	28	23	833	357	"upstream"	"AJAP1"
"chr1"	6452896	6452901	34	43	33	0	39	32	61	0	0	23	43	42	35	52	27	13	0	20	44	27	59	25	0	0	58	44	38	939	713	"upstream"	"RP1-202O8.3"
"chr1"	6614130	6614173	26	15	30	18	32	18	30	14	32	0	13	0	27	52	30	0	24	0	20	26	43	58	37	0	34	18	0	960	1067	"upstream"	"TAS1R1"
"chr1"	6639565	6639609	34	0	16	19	31	15	23	0	24	31	19	0	28	36	0	0	40	15	35	20	31	22	22	19	26	0	18	973	451	"upstream"	"ZBTB48"
"chr1"	6672891	6672907	44	27	0	22	38	27	0	35	30	24	0	40	41	49	57	0	0	19	37	14	46	0	47	32	54	46	37	998	837	"upstream"	"PHF13"
"chr1"	6844292	6844293	36	30	24	0	52	24	23	43	52	41	40	87	0	41	42	0	50	20	58	41	55	0	42	0	55	35	0	1040	1090	"upstream"	"CAMTA1"
"chr1"	6846110	6846130	47	33	15	21	30	24	24	18	28	24	18	62	40	41	22	0	0	0	25	0	53	0	42	36	55	21	0	1053	1206	"upstream"	"RP11-312B8.1"
"chr1"	7765217	7765245	22	15	18	0	21	45	21	0	28	0	15	23	39	39	20	0	44	12	0	18	43	17	20	0	40	19	27	1089	4186	"upstream"	"RP11-338N10.3"
"chr1"	7831030	7831036	32	0	0	14	45	18	33	31	0	29	20	54	48	0	30	17	37	25	24	22	51	0	48	35	46	32	0	1098	292	"upstream"	"VAMP3"
"chr1"	7831854	7831859	32	24	62	0	45	18	33	31	26	29	0	54	48	55	30	17	0	25	24	22	51	28	0	35	0	0	58	1110	4583	"upstream"	"RP3-467L1.6"
"chr1"	7843370	7843431	43	0	0	17	37	15	48	15	0	16	35	44	39	47	33	0	24	19	29	14	35	16	53	50	34	0	0	1111	948	"upstream"	"PER3"
"chr1"	8013949	8013958	50	36	0	18	33	0	49	20	0	24	0	31	47	35	20	13	0	38	24	28	77	25	31	28	0	33	41	1130	392	"upstream"	"PARK7"
"chr1"	8085714	8085747	45	26	39	0	40	0	52	41	27	29	43	61	86	44	44	0	0	41	53	36	66	28	0	51	41	30	0	1149	1050	"upstream"	"RP11-431K24.1"
"chr1"	8483020	8483042	26	0	36	33	29	23	49	39	35	23	23	48	29	41	25	0	0	17	37	26	44	27	0	25	0	30	0	1175	1662	"upstream"	"RP5-1115A15.1"
"chr1"	8877357	8878053	41	35	36	19	36	36	53	39	20	0	28	47	29	84	43	27	39	35	50	26	71	28	46	35	45	51	64	1215	0	"overlapStart"	"RERE"
"chr1"	8938055	8938073	38	23	44	0	27	33	42	41	18	23	0	62	0	35	30	0	0	25	33	29	47	31	27	35	43	46	0	1221	0	"overlapStart"	"ENO1-IT1"
"chr1"	9002468	9002469	19	18	0	14	20	22	33	18	0	0	0	18	22	18	19	17	0	0	24	22	22	20	22	23	32	18	14	1234	3456	"upstream"	"CA6"
"chr1"	9294450	9294465	20	0	0	33	33	16	51	33	0	21	0	57	41	49	26	18	27	0	32	30	31	26	29	44	50	43	0	1245	368	"upstream"	"H6PD"
"chr1"	9352454	9352468	26	20	19	17	0	29	27	0	0	33	35	42	37	36	32	0	0	27	35	0	51	16	35	33	51	28	24	1258	470	"upstream"	"SPSB1"
"chr1"	9599058	9599092	20	0	27	0	51	32	40	43	21	16	0	28	0	39	30	18	20	21	29	34	21	0	32	35	33	46	0	1315	448	"upstream"	"SLC25A33"
"chr1"	9749768	9749804	0	0	25	16	23	19	21	21	0	13	14	20	17	25	24	0	20	0	16	15	27	15	18	0	18	21	22	1334	2154	"upstream"	"RP11-558F24.4"
"chr1"	9883249	9884588	37	15	37	29	47	35	44	48	26	28	25	42	28	34	19	38	24	19	44	33	43	35	38	35	67	35	34	1345	0	"overlapStart"	"CLSTN1"
"chr1"	9903347	9903737	18	15	21	19	23	18	30	18	28	18	22	24	24	29	0	21	25	16	17	27	26	29	27	34	25	22	19	1364	4638	"upstream"	"RP11-84A14.5"
"chr1"	9906741	9906748	16	0	19	0	13	0	30	15	15	13	16	16	18	23	16	0	20	0	19	13	26	18	14	11	25	17	0	1380	1627	"upstream"	"RP11-84A14.5"
"chr1"	9970865	9970868	26	0	22	0	48	0	26	18	30	0	34	30	41	33	35	0	28	28	23	0	39	18	29	25	37	29	38	1421	470	"upstream"	"CTNNBIP1"
"chr1"	10003068	10003089	19	0	13	18	25	11	22	24	0	24	23	19	19	37	22	34	23	13	0	0	26	22	0	30	41	34	0	1428	396	"upstream"	"NMNAT1"
"chr1"	10092617	10093017	28	28	17	17	23	35	41	45	23	40	36	0	34	43	27	0	0	0	0	21	54	27	48	40	78	0	58	1438	0	"overlapStart"	"UBE4B"
"chr1"	10269939	10269943	42	25	40	36	40	36	54	61	0	37	0	83	0	79	51	42	0	26	64	52	92	0	60	40	80	0	32	1462	820	"upstream"	"LRG_252"
"chr1"	10458613	10458645	29	12	41	39	0	51	33	0	27	23	20	41	29	0	25	18	24	20	14	31	54	0	38	0	33	26	0	1475	3	"upstream"	"PGD"
"chr1"	10535007	10535017	24	21	0	13	21	19	40	27	26	0	0	0	25	29	21	14	0	22	16	34	89	29	35	0	33	39	15	1491	2423	"upstream"	"DFFA"
"chr1"	11159490	11159526	18	0	31	0	33	0	28	23	43	23	18	16	35	68	0	16	46	11	28	0	28	0	43	46	60	66	40	1530	205	"upstream"	"RP4-635E18.6"
"chr1"	11322560	11322566	22	15	38	0	14	23	37	38	0	56	0	40	53	40	23	0	0	31	0	27	36	35	22	21	35	34	22	1547	0	"overlapStart"	"MTOR"
"chr1"	11714025	11714051	27	0	33	24	34	0	30	22	27	17	0	30	30	38	27	0	27	0	31	0	44	17	23	33	35	36	32	1578	380	"upstream"	"FBXO44"
"chr1"	11792011	11792012	30	21	0	13	14	18	20	15	30	24	15	26	0	0	21	17	0	0	33	27	37	0	43	25	26	19	25	1616	4128	"upstream"	"AGTRAP"
"chr1"	11865338	11865339	0	24	0	0	39	0	47	37	34	29	29	49	46	45	23	31	22	44	32	0	37	24	46	36	38	36	0	1642	867	"upstream"	"CLCN6"
"chr1"	12039799	12039813	28	39	21	17	0	23	34	0	0	23	0	28	36	0	26	25	31	31	46	34	42	22	0	16	34	34	53	1679	424	"upstream"	"MFN2"
"chr1"	12079724	12079793	0	0	23	0	15	37	46	26	32	22	0	59	23	28	15	17	27	15	27	0	43	22	43	14	33	0	20	1692	2358	"upstream"	"RP5-1077B9.5"
"chr1"	14026439	14026447	23	0	0	28	31	0	51	40	19	24	26	0	31	53	0	16	55	27	47	27	36	27	24	0	64	25	41	1708	3744	"upstream"	"SCARNA11"
"chr1"	14924844	14924881	0	19	25	27	31	19	27	31	0	20	16	27	25	25	0	23	31	0	31	34	34	0	17	0	37	15	25	1747	318	"upstream"	"KAZN"
"chr1"	15736083	15736088	24	0	33	19	22	28	22	28	16	19	17	0	28	32	14	14	35	0	35	0	29	0	26	19	34	21	0	1808	153	"upstream"	"RP3-467K16.4"
"chr1"	15850460	15850466	25	22	20	0	28	0	26	25	0	63	23	41	0	35	34	36	30	16	22	29	32	18	33	0	49	38	0	1819	2841	"upstream"	"DNAJC16"
"chr1"	15851851	15851860	25	22	20	13	28	21	27	0	21	22	0	41	45	35	34	36	30	25	0	29	0	18	33	22	49	38	0	1838	1447	"upstream"	"DNAJC16"
"chr1"	15853463	15853464	19	0	20	0	28	0	27	39	0	22	0	40	26	35	34	11	16	25	60	29	26	41	55	0	49	36	17	1840	433	"upstream"	"CASP9"
"chr1"	15943365	15943409	27	24	40	12	54	44	23	38	0	35	30	0	33	41	18	0	0	0	33	19	53	0	25	26	72	38	65	1849	2002	"upstream"	"RP4-680D5.4"
"chr1"	15944561	15944593	27	0	40	0	0	44	23	38	42	35	0	29	33	41	18	18	39	19	33	0	53	30	25	0	72	38	65	1861	3198	"upstream"	"RP4-680D5.4"
"chr1"	16010399	16010408	35	27	44	0	53	18	35	22	0	0	19	36	41	46	0	29	0	0	28	35	39	20	37	32	28	48	30	1862	775	"upstream"	"RP4-680D5.9"
"chr1"	16173691	16173718	28	0	0	0	42	38	39	30	27	25	23	51	52	0	38	0	52	0	43	31	46	36	65	37	86	33	72	1890	640	"upstream"	"SPEN"
"chr1"	16176242	16176311	28	16	31	27	0	38	39	30	0	25	0	51	0	60	38	0	52	37	43	0	46	36	22	12	86	33	32	1902	1599	"upstream"	"RP11-169K16.9"
"chr1"	16292944	16293135	32	42	0	22	25	20	0	24	0	25	18	21	19	24	49	15	22	0	30	18	22	18	22	0	22	18	0	1915	2991	"upstream"	"RP11-5P18.1"
"chr1"	16678426	16678433	34	31	33	0	32	41	55	30	0	38	43	0	0	59	31	29	35	28	0	41	36	40	55	50	63	0	59	1940	636	"upstream"	"SZRD1"
"chr1"	16766964	16767011	0	23	22	22	29	28	30	21	0	0	20	37	0	23	36	15	24	0	25	21	38	31	41	13	27	0	32	1965	3044	"upstream"	"SPATA21"
"chr1"	16825490	16826101	47	21	62	20	35	36	45	28	59	26	41	65	34	46	32	28	43	23	70	26	45	35	77	25	82	47	48	1982	0	"overlapStart"	"CROCCP3"
"chr1"	16939356	16939362	73	28	31	0	32	64	53	53	56	30	0	0	49	112	54	35	76	58	67	54	97	43	0	0	119	0	58	1989	4523	"upstream"	"RP5-1182A14.5"
"chr1"	16970811	16970826	65	61	38	36	42	35	54	39	70	49	57	0	0	74	28	28	0	27	34	70	86	36	0	0	104	36	0	2002	1242	"upstream"	"MST1P2"
"chr1"	17215477	17215535	27	0	32	23	53	0	42	38	31	33	0	0	52	58	0	0	29	27	48	42	52	20	62	47	42	15	13	2015	54	"upstream"	"RP11-108M9.5"
"chr1"	17231187	17231390	36	30	29	22	57	58	52	63	71	37	63	47	38	46	62	0	74	19	43	18	67	41	63	35	77	62	30	2033	0	"overlapStart"	"RP11-108M9.6"
"chr1"	17338252	17338578	25	11	31	16	34	16	49	37	28	19	17	23	35	56	29	20	25	24	28	36	44	25	28	0	35	30	31	2061	0	"overlapStart"	"ATP13A2"
"chr1"	17445798	17446206	37	30	25	0	26	22	23	21	0	19	22	25	27	31	29	15	29	24	32	16	43	22	22	26	31	28	19	2127	0	"overlapStart"	"PADI2"
"chr1"	17865933	17865954	21	22	29	20	25	29	25	22	0	0	0	44	36	23	24	18	33	0	23	16	27	17	38	26	35	0	0	2146	375	"upstream"	"ARHGEF10L"
"chr1"	19248691	19249033	30	17	24	16	25	0	22	29	0	19	0	21	16	16	22	19	0	23	33	22	28	21	0	28	26	0	20	2164	1075	"upstream"	"RP13-279N23.2"
"chr1"	19282719	19283491	21	20	21	19	33	34	26	23	28	0	23	38	29	42	25	15	26	22	20	0	32	24	26	31	35	29	26	2229	0	"overlapStart"	"IFFO2"
"chr1"	19536327	19536341	25	42	22	29	22	0	43	14	0	0	17	0	40	38	28	20	16	29	25	23	41	33	22	0	0	21	35	2243	653	"upstream"	"RP1-43E13.2"
"chr1"	19578013	19578027	25	58	46	0	68	0	67	22	0	31	36	27	29	64	24	53	0	18	32	45	58	24	53	48	84	0	0	2256	5	"upstream"	"MRTO4"
"chr1"	19638347	19638356	0	27	30	20	34	39	33	56	41	28	0	0	0	41	29	0	19	18	36	46	59	41	40	23	85	0	35	2269	463	"upstream"	"PQLC2"
"chr1"	19811612	19812544	42	36	30	27	26	27	45	44	35	14	29	63	49	47	37	32	26	30	58	21	53	33	41	28	46	27	30	2292	0	"overlapStart"	"CAPZB"
"chr1"	19923244	19923248	40	24	21	16	27	0	36	0	27	25	24	33	42	27	24	17	32	0	0	20	40	32	26	32	0	35	0	2299	224	"upstream"	"MINOS1-NBL1"
"chr1"	19923939	19923971	40	24	0	16	27	25	36	57	27	25	24	33	0	0	24	17	0	17	30	0	0	32	26	32	38	35	41	2311	612	"upstream"	"RP5-1056L3.1"
"chr1"	20208953	20208969	16	0	45	26	47	23	31	0	0	17	29	36	20	54	23	0	52	35	40	24	56	0	0	20	49	76	15	2312	36	"upstream"	"OTUD3"
"chr1"	20811059	20813457	31	25	25	32	44	30	46	43	41	37	27	47	36	60	41	25	36	23	41	43	63	32	46	44	70	55	36	2360	0	"overlapStart"	"CAMK2N1"
"chr1"	20987898	20988151	25	0	18	0	31	19	23	25	0	35	10	13	35	32	19	25	0	21	27	0	25	25	31	15	29	15	0	2391	0	"overlapStart"	"DDOST"
"chr1"	21023206	21023211	0	34	24	0	30	0	37	20	0	0	19	31	50	25	37	19	23	0	20	35	20	26	18	47	37	34	26	2394	2699	"upstream"	"RP5-930J4.5"
"chr1"	21058566	21058704	19	0	21	19	18	0	25	28	23	0	25	19	18	17	13	22	31	19	19	0	24	14	0	15	0	33	17	2403	668	"upstream"	"RP5-930J4.2"
"chr1"	21059582	21059584	19	12	0	0	18	18	25	28	23	13	0	19	18	17	13	22	0	0	19	19	24	0	30	15	22	33	17	2415	251	"upstream"	"SH2D5"
"chr1"	21113810	21113940	41	0	32	34	35	48	64	59	32	27	27	0	44	60	53	21	57	0	47	36	72	39	42	53	81	58	62	2425	0	"overlapStart"	"HP1BP3"
"chr1"	21502562	21503180	46	26	36	26	40	17	37	55	35	22	33	33	39	49	30	17	31	25	32	25	51	23	39	39	29	38	32	2436	0	"includeFeature"	"AL031005.1"
"chr1"	21616442	21616461	27	0	14	18	0	18	24	17	0	0	19	23	23	12	11	21	0	0	36	19	22	15	20	23	15	19	19	2443	3321	"upstream"	"RP5-1071N3.1"
"chr1"	21766502	21766612	0	29	11	28	16	0	24	31	18	17	24	12	0	55	31	0	22	18	14	15	30	18	0	13	19	0	21	2460	8	"upstream"	"NBPF3"
"chr1"	21995754	21995955	0	0	23	34	25	22	22	20	22	18	37	27	20	21	27	13	20	0	29	27	30	24	29	21	34	17	24	2494	0	"overlapStart"	"RAP1GAP"
"chr1"	22263596	22264102	19	0	15	21	17	12	24	21	33	26	16	18	32	26	14	0	19	19	16	16	20	21	17	27	31	0	46	2516	0	"overlapStart"	"HSPG2"
"chr1"	22351442	22351554	24	0	0	0	34	19	47	20	25	19	19	39	0	33	23	13	19	23	44	22	30	25	40	31	30	0	0	2520	0	"overlapStart"	"RP1-224A6.3"
"chr1"	22352295	22352351	24	11	21	27	34	19	47	20	25	0	19	39	44	33	0	0	0	0	44	0	30	25	40	31	30	15	29	2531	833	"upstream"	"RP1-224A6.3"
"chr1"	23345977	23345988	17	33	37	42	40	35	35	0	0	19	24	0	47	47	0	0	26	14	47	52	66	40	70	37	0	49	37	2599	3633	"upstream"	"C1orf234"
"chr1"	23504125	23504367	25	14	22	23	17	26	43	44	21	19	56	15	26	39	17	34	39	21	14	12	45	0	15	0	27	13	36	2629	0	"overlapStart"	"LUZP1"
"chr1"	23670561	23671399	50	33	52	25	41	39	48	61	29	28	23	59	48	51	25	29	40	24	48	16	55	21	33	56	81	52	30	2640	0	"overlapStart"	"HNRNPR"
"chr1"	23694409	23694422	32	22	23	16	37	28	42	0	0	43	32	0	48	44	34	20	40	28	52	29	73	34	35	26	0	0	0	2647	1067	"upstream"	"C1orf213"
"chr1"	23880981	23881021	48	19	20	0	36	0	24	23	24	12	0	42	35	33	27	24	39	0	38	35	33	34	0	31	26	35	0	2672	3574	"upstream"	"RP1-150O5.3"
"chr1"	24069606	24069617	35	0	56	19	39	19	54	44	38	14	29	0	42	47	36	22	51	53	0	0	108	39	34	21	0	23	0	2689	27	"upstream"	"TCEB3"
"chr1"	24104620	24104886	24	17	32	27	37	0	17	40	26	0	0	42	30	0	34	28	26	22	36	39	37	0	47	18	85	25	0	2702	0	"overlapStart"	"RP5-886K2.3"
"chr1"	24126904	24127507	35	14	19	15	24	27	26	37	23	23	24	34	20	26	23	0	29	28	32	29	34	18	46	22	27	31	33	2720	0	"overlapStart"	"GALE"
"chr1"	24194478	24195113	20	20	24	13	37	20	29	25	39	17	21	30	19	35	33	11	23	19	24	21	38	23	28	0	42	47	23	2744	0	"overlapStart"	"FUCA1"
"chr1"	24739842	24739874	25	40	43	32	41	18	23	37	23	21	40	0	34	35	0	0	30	49	37	0	48	48	0	50	27	0	19	2750	2409	"upstream"	"NIPAL3"
"chr1"	24741900	24741926	19	40	16	0	41	0	23	0	22	21	20	31	34	20	27	0	32	0	37	21	48	11	23	25	27	31	25	2763	357	"upstream"	"NIPAL3"
"chr1"	24828922	24828983	35	19	34	16	17	0	25	28	19	0	0	31	22	25	0	19	19	18	29	16	25	0	27	18	33	23	0	2784	403	"upstream"	"RCAN3"
"chr1"	25558732	25559132	29	14	19	0	30	16	33	30	24	17	11	37	36	41	26	21	30	28	22	0	39	30	22	17	34	47	21	2856	0	"overlapStart"	"SYF2"
"chr1"	25573155	25573175	32	0	32	15	72	31	62	34	25	33	27	41	0	61	53	0	41	41	45	0	98	19	39	0	49	0	31	2863	1152	"upstream"	"RP3-465N24.6"
"chr1"	25664907	25664918	69	0	61	0	0	0	43	50	55	20	20	38	71	82	0	32	41	43	42	32	92	27	33	0	47	37	28	2876	202	"upstream"	"C1orf63"
"chr1"	25756457	25756472	40	29	40	0	35	21	53	50	41	0	0	41	68	0	52	16	25	15	42	0	50	47	42	37	52	0	38	2887	915	"upstream"	"TMEM57"
"chr1"	25758185	25758207	40	0	40	35	35	0	53	50	41	40	35	41	68	44	0	16	25	15	42	19	50	0	42	37	0	54	0	2899	1501	"upstream"	"RHCE"
"chr1"	25942498	25942505	0	22	49	21	31	28	37	32	33	0	18	45	0	40	25	33	32	0	32	26	48	0	29	0	44	26	33	2952	1453	"upstream"	"MAN1C1"
"chr1"	26126013	26126202	27	18	26	28	26	0	30	26	30	0	18	25	26	31	15	29	0	16	0	26	28	40	0	22	33	26	0	2969	464	"upstream"	"SEPN1"
"chr1"	26146229	26146531	26	18	24	19	43	35	34	41	35	0	0	34	50	31	21	14	30	25	32	26	41	33	27	25	33	32	24	2986	0	"overlapStart"	"RP1-317E23.3"
"chr1"	26201438	26201500	28	24	0	31	20	28	29	43	0	0	32	0	31	47	43	24	51	0	34	0	34	41	25	29	58	24	34	2993	3693	"upstream"	"PAQR7"
"chr1"	26232749	26233443	30	15	18	24	28	32	25	23	0	0	28	35	71	41	35	16	38	26	25	48	55	27	51	42	56	37	45	3034	0	"includeFeature"	"MIR3917"
"chr1"	26324457	26324869	27	27	25	0	25	0	24	25	0	37	20	0	32	28	28	20	21	0	22	21	25	35	36	22	30	33	0	3065	0	"overlapStart"	"PAFAH2"
"chr1"	26437270	26437272	35	26	0	0	28	26	53	32	45	30	0	65	48	59	38	0	0	27	33	33	61	34	56	45	62	0	78	3089	391	"upstream"	"PDIK1L"
"chr1"	26560283	26560721	21	0	30	20	0	39	33	25	0	21	0	0	28	30	42	20	30	28	32	20	27	0	31	24	44	22	28	3114	0	"overlapStart"	"CEP85"
"chr1"	26798365	26798399	31	0	43	0	0	35	38	40	0	21	37	60	54	57	0	0	42	37	46	32	69	37	47	34	78	41	55	3137	4591	"upstream"	"RP3-476K8.3"
"chr1"	26855943	26855966	29	0	18	0	0	0	26	19	18	19	21	34	27	26	36	16	0	17	27	19	31	0	25	21	31	30	20	3163	285	"upstream"	"RPS6KA1"
"chr1"	26880611	26880704	30	20	18	0	18	0	26	24	0	25	20	25	29	23	33	20	20	28	34	0	40	24	36	0	30	0	20	3189	328	"upstream"	"MIR1976"
"chr1"	27018867	27018984	39	0	0	18	36	0	0	0	45	25	20	29	28	24	36	23	13	0	39	29	72	19	28	29	72	18	46	3221	3539	"upstream"	"ARID1A"
"chr1"	27019966	27020022	39	24	14	0	36	30	34	38	0	25	0	29	28	24	36	23	0	17	39	29	72	19	0	29	72	0	46	3233	2501	"upstream"	"ARID1A"
"chr1"	27021745	27021748	67	24	45	0	0	44	67	38	0	25	0	66	52	0	36	23	0	17	39	29	72	43	49	44	72	54	46	3234	1122	"upstream"	"RP5-968P14.2"
"chr1"	27112624	27112638	47	27	35	34	43	32	52	0	37	0	0	55	60	45	35	35	50	36	49	0	48	0	0	29	71	42	45	3247	1324	"upstream"	"PIGV"
"chr1"	27152805	27152817	28	17	19	0	21	21	19	24	32	47	0	0	44	20	42	21	31	0	34	0	40	28	0	21	39	22	23	3259	383	"upstream"	"ZDHHC18"
"chr1"	27216765	27217082	30	17	21	0	25	0	76	29	26	38	22	31	26	21	0	0	35	0	41	29	49	38	31	20	64	0	23	3288	0	"overlapStart"	"GPN2"
"chr1"	27226651	27226652	18	18	14	0	0	0	32	21	0	24	13	14	17	33	35	23	0	21	25	28	28	25	37	17	31	31	0	3289	76	"upstream"	"NUDC"
"chr1"	27561177	27561181	19	24	0	0	16	29	30	23	18	19	24	48	37	0	0	18	0	19	42	37	41	0	49	60	81	52	38	3312	333	"upstream"	"RP11-40H20.4"
"chr1"	27648770	27648779	13	0	0	0	53	36	54	27	46	26	0	45	31	25	30	13	0	33	20	47	46	23	29	26	0	56	22	3323	2930	"upstream"	"RNU6-48P"
"chr1"	27816640	27817329	36	34	37	0	44	48	53	43	26	30	26	72	33	77	52	31	28	25	50	32	44	45	51	0	60	49	32	3343	0	"overlapStart"	"WASF2"
"chr1"	27818592	27818632	30	0	37	0	44	12	53	43	0	30	26	31	33	77	0	31	0	25	50	18	44	45	23	18	0	13	32	3348	1922	"upstream"	"WASF2"
"chr1"	27846918	27847380	21	20	25	0	29	0	34	25	21	29	26	0	28	34	25	20	19	24	23	38	42	26	30	22	32	25	25	3377	4935	"upstream"	"RP1-159A19.4"
"chr1"	27850165	27850411	0	20	25	21	29	25	34	25	0	29	0	25	28	34	25	18	0	24	22	0	42	26	30	0	32	14	25	3396	1904	"upstream"	"RP1-159A19.4"
"chr1"	27998725	27999028	31	0	20	13	32	33	19	32	0	19	21	33	21	34	32	17	18	20	41	24	51	25	21	0	23	26	0	3462	0	"overlapStart"	"IFI6"
"chr1"	28099835	28099844	28	0	42	0	46	29	56	23	0	56	14	39	23	64	35	17	25	0	34	0	51	0	39	59	65	28	69	3476	524	"upstream"	"RP3-426I6.5"
"chr1"	28156965	28157004	38	36	21	22	30	0	30	22	34	18	0	21	36	45	45	0	26	16	33	35	46	21	43	0	0	0	24	3487	284	"upstream"	"PPP1R8"
