log2FoldChange padj pval genes gene_type
23 1.62275317405175 2.54279486457336e-05 5.6893746095894e-08 ABCC6 upregulated
24 1.73270414957449 2.54279486457336e-05 5.61096298324443e-08 HIGD1B upregulated
25 1.27300909229981 2.62821230021764e-05 6.00300203750825e-08 ZNF852 upregulated
26 0.862883707751645 3.06252956608061e-05 7.2805205738177e-08 PNISR upregulated
27 0.819571042293415 3.09636454487481e-05 7.64962107296718e-08 LINC-PINT upregulated
28 1.43007068973165 3.33464989756946e-05 8.39374886816534e-08 LOC100130075 upregulated
29 1.08995074878224 3.53125580594143e-05 1.02426397633124e-07 GDF11 upregulated
30 0.715714930089399 3.53125580594143e-05 1.02919353237122e-07 SPECC1L upregulated
31 1.02864719020102 3.65579035999899e-05 1.12470127143026e-07 CCDC144CP upregulated
32 0.695749613994637 4.11988913383866e-05 1.30588943784566e-07 VEGFB upregulated
33 1.49678846389742 4.16672664623954e-05 1.37663097665631e-07 AIFM3 upregulated
34 0.745810029163261 4.33548683005574e-05 1.63694790115375e-07 STK38 upregulated
35 1.51830804973059 4.33548683005574e-05 1.59413079465922e-07 SH3GL1P1 upregulated
36 1.46356870003469 4.33548683005574e-05 1.46907496759427e-07 SPACA6P-AS upregulated
37 1.39709852354694 4.51781852701212e-05 1.76409023283053e-07 SPDYA upregulated
38 0.528412115356706 4.51781852701212e-05 1.77433449478687e-07 TRIM52 upregulated
39 1.50533243544125 4.85490708739235e-05 2.01410865975816e-07 GYS2 upregulated
40 1.88812426148053 5.13826078874039e-05 2.25141711714724e-07 SLC35G6 upregulated
41 1.75308713637994 5.63459979401933e-05 2.57395599596277e-07 DDIT4L upregulated
42 1.21369439574998 6.42290929349298e-05 3.11370235642227e-07 TRIP10 upregulated
43 0.955317191412685 6.94305605657838e-05 3.39822349294145e-07 C3orf62 upregulated
44 2.02086718576122 6.99469940129862e-05 3.45610467784298e-07 IZUMO1 upregulated
45 2.04098667725227 7.73444311790281e-05 3.95954373683585e-07 FAM151A upregulated
46 2.07979777535701 7.94224921194602e-05 4.26143424047244e-07 TLR9 upregulated
47 1.07099200053945 7.99837080194824e-05 4.47398730356495e-07 LHX4-AS1 upregulated
48 0.652105243808786 7.99837080194824e-05 4.47292336841446e-07 FOXN3 upregulated
49 1.73851275718972 8.87972251226712e-05 5.03944592416665e-07 LRRC46 upregulated
50 1.16268931133845 9.47796264597056e-05 5.56669600238797e-07 SMO upregulated
51 0.953981605117007 9.61298074764949e-05 5.69080573789906e-07 FLCN upregulated
52 1.41609199648937 9.66874361164892e-05 5.78715997215055e-07 CASC10 upregulated
53 1.56355719406217 9.66874361164892e-05 5.88938789100524e-07 LOC105372068 upregulated
54 0.934902015192014 9.81489949539456e-05 6.03909352254735e-07 PSMD6-AS2 upregulated
55 0.808620630975562 0.000102794669997267 6.51660612484424e-07 ZNF618 upregulated
56 2.19501008424579 0.000111502365619273 7.27652598084099e-07 CEL upregulated
57 1.23104022816709 0.000111780182790075 7.45097009228583e-07 FGFRL1 upregulated
58 1.23245725431816 0.000111780182790075 7.44710206447015e-07 ASAP1-IT2 upregulated
59 0.541762085834321 0.000114409497727976 7.70034008524815e-07 CREBBP upregulated
60 3.16406695029063 0.000115727702579409 7.87593556919488e-07 LOC101929613 upregulated
61 2.42326979701657 0.000124647410746561 8.77348577016304e-07 LOC284933 upregulated
62 1.64536176166181 0.000124842678178534 8.84542352264816e-07 SLC7A9 upregulated
63 1.70954461167249 0.000126698375516317 9.03596301402906e-07 SLC10A1 upregulated
64 1.71060824731949 0.00012684721473075 9.16483395481575e-07 PYGM upregulated
65 1.21095410885795 0.000134931444265582 9.93761627462916e-07 SLC25A25-AS1 upregulated
66 1.16850226844032 0.000135804846967065 1.00652452653537e-06 POLE upregulated
67 1.06552912634551 0.000138206473593821 1.03076659558156e-06 C17orf67 upregulated
68 2.66282222411687 0.000143072442932915 1.07372690589658e-06 GMNC upregulated
69 1.06053095638912 0.000151194381920321 1.18629177369036e-06 LYG1 upregulated
70 0.796252294872899 0.000151194381920321 1.18847700757088e-06 RAD52 upregulated
71 0.969876628386827 0.000151194381920321 1.19226836461618e-06 MSRB3 upregulated
72 0.952757855484942 0.000151194381920321 1.21220499185639e-06 CEP152 upregulated
73 2.03932974686222 0.000151194381920321 1.2092239463294e-06 UCKL1-AS1 upregulated
74 2.31647684368047 0.000160232014311148 1.35935424437742e-06 HGFAC upregulated
75 0.909237109146498 0.000160232014311148 1.35855372206091e-06 LRP4 upregulated
76 1.54019207785622 0.000160232014311148 1.34547057944854e-06 SRRM5 upregulated
77 2.3862399513226 0.000168657194287878 1.48254340611245e-06 CLEC18B upregulated
78 1.41582696870889 0.000169017935258843 1.54362828496691e-06 A2ML1 upregulated
79 1.46361007962163 0.000169017935258843 1.52332292155649e-06 ARGFXP2 upregulated
80 0.903053083175814 0.000169017935258843 1.5337894870137e-06 CERS1 upregulated
81 0.761474678672391 0.000170146545730216 1.56243273709283e-06 DRC3 upregulated
82 1.59281109383849 0.000170885127736657 1.58662363371966e-06 EVC2 upregulated
83 0.769654036909906 0.000170885127736657 1.59311171152433e-06 TOP3B upregulated
84 1.01275832808532 0.000178686878611968 1.69916203966072e-06 NBEAL2 upregulated
85 1.06857326653689 0.000179621590844843 1.73234071671149e-06 JDP2 upregulated
86 1.15493811209545 0.000194704914181011 1.92761651320499e-06 GRM6 upregulated
87 1.0282354456383 0.000194704914181011 1.94223892391444e-06 TUBB1 upregulated
88 1.16187104339817 0.000197533687794599 1.97990601659242e-06 SGK494 upregulated
89 1.42244708534854 0.00019923435399704 2.01528246946151e-06 GAREM2 upregulated
90 1.24813354064194 0.000199371304866978 2.03525454555858e-06 SYCP3 upregulated
91 0.848351570468237 0.000206273340514096 2.12194019753339e-06 FAM155B upregulated
92 1.05214531459851 0.000207378091350194 2.14599059710731e-06 PROC upregulated
93 1.06955925986507 0.000208311607289026 2.16536094837332e-06 LOC101930370 upregulated
94 1.48217013254456 0.000212467238807191 2.26937447803627e-06 ANKRD37 upregulated
95 0.760425531704168 0.000212467238807191 2.26002100046732e-06 TBL1X upregulated
96 1.56566431394253 0.00022629809133819 2.44726412112339e-06 MRGPRF upregulated
97 1.1312809479755 0.000232299252307852 2.54978600908213e-06 SSBP3-AS1 upregulated
98 0.802789696059615 0.000232299252307852 2.5742922637709e-06 LOC729603 upregulated
99 0.886984721738485 0.000232299252307852 2.62967974186451e-06 CMTM1 upregulated
100 0.703721137231196 0.000232299252307852 2.66834511489714e-06 CRLF3 upregulated
101 0.689563427120839 0.000234623149413645 2.71227991677547e-06 LRRC37B upregulated
102 1.73628139867835 0.000235810254633242 2.74798693228501e-06 GNB3 upregulated
103 1.17977970096121 0.000236858226665038 2.83826093426073e-06 SLC6A12 upregulated
104 1.39944620695842 0.000236858226665038 2.85197475909139e-06 LOC283440 upregulated
105 0.731526306041836 0.000236858226665038 2.82865716415558e-06 MAF upregulated
106 1.60119378916046 0.000238530805815169 2.90199693831908e-06 P2RY2 upregulated
107 1.80304915009124 0.000247414119154872 3.03313817823761e-06 FAM81B upregulated
108 1.53295972626328 0.000252339868890231 3.10528715736825e-06 SLA2 upregulated
109 1.16456571195991 0.000269017671459397 3.33560344046052e-06 CTHRC1 upregulated
110 0.859116418707469 0.000270952340505368 3.39831690238209e-06 LINC01176 upregulated
111 1.21833231192519 0.000271607441946205 3.44367800351316e-06 TNFRSF10D upregulated
112 1.70393853681172 0.000286691821104415 3.74184076396011e-06 ZIC5 upregulated
113 0.614026501238237 0.0002873502842829 3.76382929583251e-06 ZCCHC8 upregulated
114 1.17268922529756 0.000289480735032776 3.81872223065657e-06 NYNRIN upregulated
115 1.42372002278246 0.000291255029001379 3.85570448125632e-06 PLIN4 upregulated
116 1.70406368783698 0.000292420725326078 3.89839777388983e-06 CATIP upregulated
117 1.05456103846413 0.000301166531456416 4.10922931390566e-06 RCC1 upregulated
118 1.20226713446826 0.000301166531456416 4.17009926604952e-06 KRTCAP3 upregulated
119 1.56389263238504 0.000301166531456416 4.16787480401212e-06 WFIKKN1 upregulated
120 2.0465345641807 0.000301166531456416 4.14040375173781e-06 SH2D3A upregulated
121 0.797975703225628 0.00030204423883936 4.22380420695511e-06 RXRA upregulated
122 1.27318213748423 0.00030204423883936 4.21999281141227e-06 SALL3 upregulated
123 1.02599123058307 0.000305519181473252 4.28663933358732e-06 KANK2 upregulated
124 2.30129284421801 0.000308813062331185 4.34724956062172e-06 LOC105371899 upregulated
125 1.33410228677934 0.000310468332400661 4.38502329359066e-06 NWD1 upregulated
126 1.47707653219659 0.000317248682126607 4.55817394323248e-06 LINC01567 upregulated
127 1.15551147192444 0.000317248682126607 4.56951674717389e-06 PRX upregulated
128 1.04953851923919 0.000331656389259495 4.82341833072123e-06 ZNF423 upregulated
129 0.639021246466037 0.000339732302319983 4.97254197214724e-06 PDE4DIP upregulated
130 1.69288086294754 0.00034264574169616 5.07053197788614e-06 CNTFR-AS1 upregulated
131 1.41010571943244 0.000348376187436328 5.19649372953084e-06 C16orf71 upregulated
132 0.65691571921064 0.000351586863716809 5.26077393619054e-06 RBM6 upregulated
133 1.00316586531368 0.000356264575389131 5.38058651126082e-06 FGR upregulated
134 1.16478001461893 0.000366145072965667 5.59965158529191e-06 TSSK3 upregulated
135 2.15511193053072 0.000366145072965667 5.6190666835107e-06 SLC22A7 upregulated
136 0.876225096534154 0.000366145072965667 5.66634802706388e-06 RBM14 upregulated
137 1.00294501365508 0.000366145072965667 5.6477729589476e-06 NLRC3 upregulated
138 1.61346165227401 0.000384695312324343 6.00722181646646e-06 LRP1-AS upregulated
139 0.828054847937839 0.000397172898177153 6.23909321240388e-06 P3H2 upregulated
140 0.892146150442623 0.000401119492615382 6.33848450084437e-06 CCDC69 upregulated
141 0.765443779387676 0.000410103280071612 6.49956254250445e-06 MAPKBP1 upregulated
142 1.22925206447208 0.000410646406281038 6.52731200959465e-06 CRIP3 upregulated
143 0.809574513105367 0.000416652410100026 6.64220035678968e-06 CALML4 upregulated
144 1.56239587814209 0.000417956377792251 6.70195282527079e-06 VAC14-AS1 upregulated
145 1.15942306315725 0.000422283652802981 6.88264752017835e-06 KLHL17 upregulated
146 0.99357551955019 0.000422283652802981 6.91598786452777e-06 PALLD upregulated
147 0.946324807771237 0.000422283652802981 6.87624562883197e-06 MAK upregulated
148 1.18612043278262 0.000422283652802981 6.93749997406741e-06 LOC101929549 upregulated
149 1.71690504083358 0.000422283652802981 6.92118517381847e-06 SPTBN5 upregulated
150 1.45878361849573 0.000422283652802981 6.95215464820289e-06 GSDMB upregulated
151 1.50076829369603 0.000424928642423758 7.07124995782789e-06 SERPINF2 upregulated
152 2.18563472747736 0.000430976665995446 7.1919846374106e-06 SLC52A1 upregulated
153 1.07136002892722 0.000431108950840676 7.21428766847539e-06 JMJD6 upregulated
154 2.75399597912736 0.000436099353322366 7.31812647163809e-06 CKM upregulated
155 0.880566824663254 0.000446056142256346 7.54758680086951e-06 RARG upregulated
156 2.08850517830402 0.000446843033518707 7.63363003127525e-06 CCDC36 upregulated
157 0.998275029056318 0.000456088726426294 7.86616458200386e-06 FAM118A upregulated
158 1.92288346611381 0.000471135034300637 8.19991445902601e-06 C20orf173 upregulated
159 1.26136569664125 0.000475531084119341 8.31231792964867e-06 NPIPB3 upregulated
160 1.11095479972628 0.000501717130810478 8.86359915056966e-06 KLB upregulated
161 1.56332544976984 0.000521041385354492 9.28754423703656e-06 LOC101929998 upregulated
162 1.1449628895414 0.000528248088781032 9.54537256860396e-06 CTD-2201I18.1 upregulated
163 1.10825637650204 0.000538072316867902 9.80684640354961e-06 CCDC40 upregulated
164 0.929613763350725 0.000541993938535403 9.96833182164374e-06 CUBN upregulated
165 1.54982563728954 0.000541993938535403 1.00041247869026e-05 CCL5 upregulated
166 1.3708543048317 0.000541993938535403 1.00299069406869e-05 RASGRP4 upregulated
167 2.43348861899305 0.000555730450960295 1.04116522981905e-05 LOC101927623 upregulated
168 0.822727613153504 0.000555730450960295 1.04654408328886e-05 ZNF814 upregulated
169 0.534761189236734 0.000556811433870823 1.05117527020782e-05 TFAP4 upregulated
170 0.959710876856977 0.000567204208555239 1.07872706423595e-05 ERVH48-1 upregulated
171 1.16553060298384 0.000570600096661241 1.08995186726261e-05 LOC148696 upregulated
172 1.67079152570693 0.000570600096661241 1.09642224519278e-05 ZIC2 upregulated
173 1.04238664625389 0.000570600096661241 1.09159823907792e-05 NINL upregulated
174 0.528922034047654 0.000570773972042944 1.10147962721195e-05 TRIM25 upregulated
175 1.04218305550125 0.000578989845703137 1.12544451976415e-05 ISYNA1 upregulated
176 0.551600161186782 0.000586521536471279 1.15374114758253e-05 TBC1D1 upregulated
177 1.04372026614796 0.000587146466422057 1.15770733835142e-05 SERINC4 upregulated
178 1.58264159280318 0.000591012096101554 1.1708392338748e-05 SLIT1-AS1 upregulated
179 1.43090848694287 0.000600342506387414 1.20331551646198e-05 CLDN18 upregulated
180 1.28525301325494 0.000609432335796038 1.23005734116294e-05 PPIAP30 upregulated
181 1.32956942095645 0.000614871907426877 1.24398722868419e-05 ACMSD upregulated
182 0.949815117986134 0.000621914816240807 1.27730666405892e-05 ADGRA3 upregulated
183 1.8935443672615 0.000621914816240807 1.2691966477042e-05 RPL13AP3 upregulated
184 1.86590629712398 0.000624478065790099 1.28953425229578e-05 SLC7A11-AS1 upregulated
185 1.96813511672712 0.000624546820513484 1.29686464054748e-05 MDGA1 upregulated
186 1.05419062935646 0.000632324380174873 1.32931662452276e-05 ERI3-IT1 upregulated
187 1.2348118051889 0.000639317746894105 1.35766529980192e-05 DSCAM-IT1 upregulated
188 0.755932928192782 0.000641027729323959 1.36924707003648e-05 PCDHGA1 upregulated
189 2.52335170273744 0.000641027729323959 1.37807534451475e-05 LCN6 upregulated
190 1.1439721897968 0.000641027729323959 1.38048203490267e-05 PI4KAP2 upregulated
191 0.956093740184257 0.000654184127243993 1.41186431228252e-05 SLC12A7 upregulated
192 1.14554550241986 0.0006573803481815 1.43612169503962e-05 PINLYP upregulated
193 1.06314873760066 0.000661855425971423 1.4561868319513e-05 GAS2L3 upregulated
194 1.63858545736864 0.000661855425971423 1.45138487213099e-05 TFAP2C upregulated
195 1.28426624188068 0.000665476032104402 1.46725475777459e-05 PP14571 upregulated
196 1.67515829353199 0.000671831443379208 1.48439893796553e-05 LOC105372383 upregulated
197 0.480865177761372 0.000678598210937936 1.50660637941932e-05 TFDP2 upregulated
198 1.00415138378712 0.000678598210937936 1.50883954047171e-05 ACSS3 upregulated
199 1.64541004617236 0.000678708437461295 1.52123668268928e-05 DOK7 upregulated
200 1.28243247695116 0.000678708437461295 1.52173942301255e-05 NOXO1 upregulated
201 1.625893752522 0.00067896533963436 1.52548032304928e-05 FAM106CP upregulated
202 1.0179336164522 0.000683057214885597 1.54104177506469e-05 IQGAP2 upregulated
203 1.94949703281012 0.000702903027261949 1.59892172331996e-05 GLI1 upregulated
204 1.18685576937093 0.000712827091645187 1.63444318897569e-05 HSPB7 upregulated
205 0.913130666208514 0.000716175889107503 1.64580577695427e-05 ITGB5 upregulated
206 1.036959193404 0.000725352732576206 1.68718134319455e-05 PKD1P6-NPIPP1 upregulated
207 1.12086870235472 0.000725352732576206 1.68676264414284e-05 SLC6A16 upregulated
208 1.00284572713196 0.000741034677472473 1.74783735049211e-05 LOC101928461 upregulated
209 1.43077780236625 0.000747413997763818 1.77153397366093e-05 SLC5A3 upregulated
210 0.591113617907276 0.000757050064954168 1.81384297481211e-05 GKAP1 upregulated
211 1.55343759466423 0.000767678520932602 1.85004332877526e-05 FAAHP1 upregulated
212 0.869422499412427 0.000771132387705405 1.8655559092859e-05 LOC553103 upregulated
213 0.916359249763216 0.00077429102063798 1.89030947340542e-05 TEKT2 upregulated
214 1.4845326146086 0.00077429102063798 1.88601384814511e-05 GCNA upregulated
215 1.68790510400388 0.00077429102063798 1.8948528682932e-05 VENTX upregulated
216 1.05329053551834 0.000775229096603774 1.9043757698699e-05 NBPF10 upregulated
217 1.0832807165144 0.000775648751728809 1.92344867777534e-05 LINC00472 upregulated
218 1.15569994652926 0.000789198502284685 1.9681219350315e-05 ESYT3 upregulated
219 1.51479742927986 0.00079224854942326 1.97942116482948e-05 ZACN upregulated
220 0.597093035084099 0.000796566648063072 1.996293735279e-05 COX19 upregulated
221 0.765822160466092 0.000796566648063072 2.0050621822312e-05 ARHGAP9 upregulated
222 1.11097560539026 0.000796566648063072 2.00359944347509e-05 LOC100129617 upregulated
223 0.812419607179188 0.000798200050972152 2.01661505443018e-05 DNA2 upregulated
224 1.16592175249329 0.000798799391469544 2.02185274585355e-05 LOC101409256 upregulated
225 1.15481787111869 0.000807202975507588 2.06418077374699e-05 TBX3 upregulated
226 1.43018550732453 0.000815176903773765 2.08990489477262e-05 REP15 upregulated
227 1.19272948035145 0.000817467922041786 2.09958898543338e-05 SLC47A2 upregulated
228 1.1051925439204 0.000817814451342558 2.1042911347648e-05 EPPK1 upregulated
229 0.919721129193258 0.00084403104092201 2.18355114767965e-05 BEND7 upregulated
230 0.696759852353723 0.000862049698124437 2.24222128165495e-05 RFX1 upregulated
231 1.74381012877193 0.000887412087839032 2.31646282193566e-05 HEATR9 upregulated
232 3.89119079118603 0.000897588854780791 2.3472118003637e-05 MGC34796 upregulated
233 1.03730819405072 0.000898459140994341 2.35367565020659e-05 TJP3 upregulated
234 0.803497496755012 0.000903936078738671 2.38487773535677e-05 GOLIM4 upregulated
235 1.23305452619745 0.000913930831594049 2.42108930627651e-05 GJA9-MYCBP upregulated
236 1.35705694252035 0.000913930831594049 2.42402761001731e-05 CCDC60 upregulated
237 0.707205840801909 0.000934406715429234 2.49575839249033e-05 LINC00997 upregulated
238 0.714432483296695 0.000941434685469225 2.52816421915943e-05 POLN upregulated
239 1.20597499158224 0.000942812557486994 2.55154848533303e-05 CCDC102A upregulated
240 2.53159866058679 0.000943563018246978 2.56419726675984e-05 LOC100130238 upregulated
241 1.21948560955978 0.000946097876372205 2.57549601361753e-05 TEAD2 upregulated
242 1.07229133308902 0.000960960522914267 2.6383524355405e-05 HRAT92 upregulated
243 1.08701634940978 0.00098261747139704 2.72351958176283e-05 C9orf84 upregulated
244 0.914887950144939 0.00098261747139704 2.73791538310875e-05 PRKX upregulated
245 1.13662013002201 0.00098261747139704 2.72691477763099e-05 RBMXL3 upregulated
246 0.740471593359371 0.0009886240983742 2.76725924055365e-05 PCDH12 upregulated
247 1.14896309159027 0.0009886240983742 2.78412167590558e-05 LOC284412 upregulated
248 1.36829612715878 0.000989869559442209 2.81923414356589e-05 C10orf113 upregulated
249 1.45352523022127 0.000989869559442209 2.81671883150971e-05 ADAM33 upregulated
250 1.96336935933382 0.000989869559442209 2.81110638875212e-05 ZBTB46-AS1 upregulated
251 0.718948332096364 0.000992435739916378 2.83579503364909e-05 LRCH1 upregulated
252 0.50249211812159 0.000999111352556303 2.85952720118198e-05 CSPP1 upregulated
253 1.48172565662143 0.00103958772613921 3.00929463446814e-05 LRRC37A2 upregulated
254 1.692530388802 0.00106464509501809 3.10489756304649e-05 CYP3A7-CYP3A51P upregulated
255 1.2466222483972 0.00106464509501809 3.1066416327848e-05 IRAIN upregulated
256 1.34099499540147 0.00106584408294682 3.12035863023831e-05 CCDC151 upregulated
257 1.18301349867396 0.00108361985041895 3.19231690423146e-05 ITGA10 upregulated
258 1.19343577517183 0.00109993644990687 3.25576677243679e-05 NFATC4 upregulated
259 2.5503920977329 0.00110591756047133 3.27862568619664e-05 LINC00514 upregulated
260 1.91268277994335 0.0011122585842739 3.30779367345707e-05 SLC23A3 upregulated
261 0.985859194581555 0.00111394704560767 3.32320006147816e-05 EPB41 upregulated
262 0.870084703248014 0.00111563522400648 3.34383745413772e-05 CNTLN upregulated
263 0.818531457986178 0.00112883855831663 3.39393497466194e-05 KMT2E-AS1 upregulated
264 0.852528535477414 0.00116402717515622 3.52686180884513e-05 PSD2 upregulated
265 2.28471047785003 0.00117152338316986 3.57719940782292e-05 ALOX15 upregulated
266 1.03435853897284 0.00117152338316986 3.58233971640064e-05 RFX2 upregulated
267 1.19941266402126 0.00117152338316986 3.58157166296659e-05 FUT2 upregulated
268 0.443232674360142 0.00117648622689941 3.61945140424934e-05 DNAJC9 upregulated
269 1.17159074034004 0.00117953939178816 3.63434269319897e-05 RECQL4 upregulated
270 1.36134339244454 0.00118009607856969 3.64705961912881e-05 SLFNL1 upregulated
271 1.93804374385952 0.00118394509031076 3.66999247217944e-05 C16orf90 upregulated
272 1.3634039862903 0.00118608118971206 3.69164920864679e-05 FAM65C upregulated
273 1.2834444256391 0.00120160609787664 3.77514804441734e-05 NFKBID upregulated
274 0.737249303170238 0.00121404341852842 3.83120027196074e-05 IQCE upregulated
275 0.499244272815505 0.0012246556293719 3.87042876948522e-05 IGF1R upregulated
276 1.72151956666612 0.00125519663803988 3.99855518845706e-05 C9orf153 upregulated
277 2.01330931843843 0.00125519663803988 3.9979015508517e-05 LAG3 upregulated
278 0.526823812418103 0.00125671630752978 4.01272861911108e-05 SRRM2 upregulated
279 0.818921315567005 0.00125971291866746 4.0294858806883e-05 CHDH upregulated
280 1.39382535709736 0.00125971291866746 4.03616320134405e-05 LINC01561 upregulated
281 1.51005215382254 0.00125971291866746 4.03991277696925e-05 KLK14 upregulated
282 1.35243120779294 0.00126998088171825 4.09821970265126e-05 RUNX3 upregulated
283 0.743806992344945 0.00126998088171825 4.10244138829416e-05 ASCL1 upregulated
284 1.28530854983028 0.00127223340025257 4.11564806682181e-05 HSD3B7 upregulated
285 0.52180008437353 0.00127354774204435 4.14544796571442e-05 PTPN21 upregulated
286 1.72171926535405 0.00127357586590961 4.16647957951071e-05 LOC101927000 upregulated
287 1.46447353883573 0.00127357586590961 4.17163910207292e-05 LOC101928514 upregulated
288 0.748282329414214 0.00127416251267872 4.19316055540567e-05 BANP upregulated
289 1.19543138208084 0.00130992169286849 4.35968903513775e-05 TSHR upregulated
290 3.79609168050786 0.00132159448926122 4.43931400376945e-05 OIT3 upregulated
291 0.856111564511435 0.00132159448926122 4.44166143083643e-05 SNX33 upregulated
292 0.474258723962045 0.00133260476691884 4.48933422226122e-05 TAF4 upregulated
293 0.941241700915055 0.0013412074753735 4.55759217613984e-05 CROCCP3 upregulated
294 0.578963261522502 0.0013412074753735 4.55345803259075e-05 ING5 upregulated
295 0.447141495160114 0.00134375963969399 4.58190958719235e-05 ANKS1A upregulated
296 0.70609520190068 0.00134375963969399 4.59418528365898e-05 KDELC1 upregulated
297 1.08149722633066 0.00134375963969399 4.60363294529614e-05 FAM227A upregulated
298 0.997631032395762 0.00136381431519749 4.70501261142762e-05 PAXIP1-AS2 upregulated
299 1.00057689542597 0.00136381431519749 4.69703817374702e-05 SLC25A18 upregulated
300 1.09857202634236 0.00139338391213365 4.84567890091368e-05 LOC102546226 upregulated
301 1.24717946487217 0.00141650001818456 4.96292859499788e-05 LOC285847 upregulated
302 0.533839186402404 0.00142007105431039 4.99388472045439e-05 NXF1 upregulated
303 1.34020053099891 0.00142521537872745 5.02243428107004e-05 MFSD13B upregulated
304 1.32787663132719 0.0014261549635563 5.03239317303928e-05 IL2RG upregulated
305 0.405864573680743 0.00143230604553958 5.08499459376961e-05 FAM193A upregulated
306 3.92781208215023 0.00143230604553958 5.08751741538634e-05 NPC1L1 upregulated
307 0.994427010388649 0.00143230604553958 5.08934864154058e-05 TNS3 upregulated
308 1.37032730982472 0.00143230604553958 5.08612484752606e-05 SMTN upregulated
309 0.512454304343788 0.00145542540619611 5.22387341057663e-05 ZBTB40 upregulated
310 0.533657436902702 0.00146591553119516 5.28202445165644e-05 PRPF38B upregulated
311 0.691950392210537 0.00151462539695541 5.48577790255143e-05 C1orf226 upregulated
312 0.588329004469546 0.00152002592668766 5.51756559884711e-05 PM20D2 upregulated
313 0.686109532486595 0.00152002592668766 5.51950867892457e-05 ZNF154 upregulated
314 1.47491335070478 0.00152274098004449 5.53646559658186e-05 PCAT19 upregulated
315 0.697506149333236 0.00155032845668737 5.65122292047511e-05 PLCE1 upregulated
316 1.41801476395084 0.00155113246601259 5.66138405298958e-05 LOC105371049 upregulated
317 0.778208395337673 0.00160729618489054 5.90383346708499e-05 CA8 upregulated
318 0.678180316428395 0.00161062343494847 5.92356262608651e-05 CRHR1-IT1 upregulated
319 1.2526180048058 0.00162236716816132 5.97431623944175e-05 ADAMTSL5 upregulated
320 0.890434897628978 0.0016374720771922 6.04520526330222e-05 DNASE1 upregulated
321 0.706293029470385 0.00164325442498803 6.11251121586935e-05 CCDC146 upregulated
322 1.55860447547794 0.00164325442498803 6.09389107913955e-05 LOC574538 upregulated
323 1.87361765752574 0.00166652484426259 6.23791287905124e-05 FGF17 upregulated
324 0.227595143056366 0.00167429744515491 6.3125215427627e-05 CDK13 upregulated
325 0.753861975923923 0.00167878845985194 6.34641980580768e-05 ANTXR2 upregulated
326 1.02013618009724 0.00168326344776919 6.41041456592284e-05 SNORA44 upregulated
327 1.0974277976947 0.00168326344776919 6.40965039218026e-05 CCNA2 upregulated
328 1.12259248015764 0.0016951354114915 6.46492361866508e-05 TGM1 upregulated
329 0.793038000484856 0.00170504414619728 6.51720598462579e-05 ZRSR2 upregulated
330 1.24647157000579 0.00171266304149663 6.57779034965017e-05 LOC100335030 upregulated
331 0.682173365670775 0.00171266304149663 6.57826106462135e-05 MYO1C upregulated
332 1.27782765778027 0.00171307017678433 6.61369878658658e-05 LYG2 upregulated
333 2.23817836119026 0.00171307017678433 6.60579025507525e-05 SLC12A3 upregulated
334 0.479597407026267 0.00171621711400149 6.63991145583944e-05 HDAC4 upregulated
335 1.21090750817201 0.00173717810935191 6.76149592741736e-05 SPACA6 upregulated
336 1.51461509196439 0.00176277235025892 6.91041600973175e-05 LBX2 upregulated
337 0.809716797017226 0.0018048259155476 7.13416480857858e-05 BCAR3 upregulated
