chr22 45559306 45559307 106354
chr22 46545349 46545358 106667
chr22 50683374 50683680 107048
chr22 50945505 50945608 107124
chr3 9811491 9811734 107415
chr3 9987860 9987866 107487
chr3 49055748 49055810 109717
chr3 53876975 53877042 110697
chr3 58419557 58419671 110957
chr3 107148406 107148436 111726
chr3 196230564 196230666 115392
chr4 1722087 1722124 115885
chr4 4483646 4483950 116193
chr4 17512435 17512445 116731
chr4 83693617 83693752 117980
chr4 83719980 83720181 118022
chr4 90032032 90032062 118287
chr4 147442902 147443148 119451
chr4 154387125 154387146 119644
chr5 1182681 1182687 120456
chr5 16616231 16616255 120818
chr5 37837346 37837544 121097
chr5 74807989 74807990 122093
chr5 112312029 112312044 123167
chr5 131337654 131337661 123676
chr5 132082794 132082795 123819
chr5 139780415 139780417 125056
chr5 151149966 151149981 125756
chr5 178367625 178367632 126770
chr5 180257727 180257736 127063
chr6 3456699 3457477 127503
chr6 26521160 26521178 128263
chr6 30688636 30688657 128646
chr6 32122493 32122504 128958
chr6 35703224 35703336 129484
chr6 36953671 36954137 129619
chr6 53658901 53658937 130758
chr6 105585032 105585058 131716
chr6 114663742 114664435 132202
chr6 133119634 133119721 132643
chr6 167412937 167412948 134411
chr7 1199617 1199643 134866
chr7 5534716 5536036 135360
chr7 44835673 44835691 136902
chr7 44887139 44887143 136915
chr7 65215663 65215670 137325
chr7 75623885 75624285 137967
chr7 76022295 76022325 138080
chr7 100797914 100797918 139084
chr7 100860004 100860038 139091
chr7 106684765 106684788 139369
chr7 130793184 130793198 139954
chr7 142982319 142982332 140439
chr7 149468983 149469146 140682
chr7 151722391 151722396 141007
chr8 6565404 6565427 141412
chr8 17941196 17941214 141742
chr8 22012824 22012838 141880
chr8 41997569 41997572 142992
chr8 42248952 42248960 143021
chr8 86375656 86375657 144018
chr8 95907403 95907419 144258
chr8 144120193 144120196 145891
chr8 144372981 144372985 145949
chr8 146051810 146051884 146400
chr9 34376767 34376956 147392
chr9 34522984 34523508 147430
chr9 37592385 37592448 147889
chr9 116139184 116139489 150343
chr9 124855884 124855918 150873
chr9 125590828 125591168 150889
chr9 125693766 125693809 150910
chr9 130547195 130547275 151421
chr9 132404203 132404929 152292
chr9 134406196 134406979 152538
chr9 139940626 139940684 153639
