"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","distance.to.TSS","region","gene.name","ADO.pval","ADO.log2FC","ADO.status","OY.pval","OY.log2FC","OY.status","anova.pval"
"chr1",28286277,28286960,47,31,34,19,29,38,36,24,30,27,25,49,45,40,26,15,36,32,48,36,50,36,47,41,53,32,38,3534,0,"overlapStart","RP11-460I13.2",0.0333734203599238,0.381354373022555,"gain",1,0.0111405576052004,"not significant",0.0380577464426438
"chr1",32228118,32228175,24,23,26,14,24,23,28,18,0,20,25,0,0,32,23,16,0,0,27,31,28,27,27,32,36,0,35,3871,3781,"upstream","MIR4254",0.00883665758567976,1.21883460192326,"gain",0.0791886751557991,-0.955800196089465,"not significant",0.00979994730572807
"chr1",36549549,36549623,0,13,0,15,19,21,26,17,0,0,21,20,19,24,17,19,0,0,29,21,29,24,25,19,20,19,19,4560,1625,"upstream","RP4-665N4.4",0.0202833471957855,0.924592597341978,"gain",0.963790907189954,-0.20945336562895,"not significant",0.0276072670373657
"chr1",36554013,36554028,32,18,37,24,0,18,24,29,0,34,0,0,25,35,27,21,0,0,31,31,37,26,41,19,47,55,42,4569,447,"upstream","ADPRHL2",0.00739752568296109,1.36419974767561,"gain",0.364941855086739,-0.679975615581377,"not significant",0.00375170385964626
"chr1",37937223,37937252,17,13,0,14,13,13,16,13,0,0,0,30,22,18,21,14,0,0,30,22,31,13,19,20,20,18,23,4751,2900,"upstream","ZC3H12A",0.0476416944857924,1.05246741989414,"gain",1,-0.237039197300849,"not significant",0.0183153094519835
"chr1",46663846,46664417,48,22,37,32,26,36,27,38,41,20,38,23,37,25,29,19,33,23,43,39,33,41,41,48,41,41,54,6132,4588,"upstream","LURAP1",0.00172990762612396,0.55572527949606,"gain",0.350099124677894,-0.20728552894624,"not significant",0.00214021422777952
"chr1",52607428,52607435,43,0,75,53,36,0,47,26,0,26,50,50,32,0,29,48,0,0,30,37,86,40,70,42,83,46,58,6420,610,"upstream","ZFYVE9",0.0193704474813768,1.21800065221929,"gain",0.414849224854098,-0.574694165267329,"not significant",0.0216593446206736
"chr1",53685906,53685909,31,26,32,41,29,0,50,33,0,30,0,33,0,0,37,19,61,30,43,43,82,0,38,48,68,39,82,6529,425,"upstream","RP5-1024G6.7",0.00936842035231533,1.22892046433395,"gain",0.32282790431803,-0.526545814495834,"not significant",0.0240225049037263
"chr1",70687215,70687217,0,0,16,26,70,45,27,14,16,0,19,54,0,0,42,29,50,0,29,52,43,34,41,43,49,60,45,7222,508,"upstream","RP4-677H15.4",0.0328302413035698,1.06711419585854,"gain",0.856288612932694,-0.237039197300849,"not significant",0.0364882689620222
"chr1",84326701,84326759,38,37,28,32,24,11,29,22,32,19,30,27,0,0,0,18,0,11,40,26,67,30,46,34,30,0,34,7430,0,"overlapStart","RP11-475O6.1",0.0117997142046893,1.3160658558547,"gain",0.0356339348075458,-1.01179857131827,"loss",0.0118475297593117
"chr1",90097800,90097838,43,33,25,42,37,0,47,56,0,31,19,45,43,0,20,0,0,25,66,24,66,31,40,0,77,35,35,7688,792,"upstream","LRRC8C",0.0477413138729885,1.18319771504864,"gain",0.0654007491211859,-0.950886499435202,"not significant",0.0476461185699265
"chr1",110198491,110198522,19,28,19,0,19,0,31,30,0,12,0,20,23,28,0,15,0,18,20,20,29,18,37,20,28,24,22,8599,180,"upstream","GSTM4",0.013380696772842,1.0622064230944,"gain",0.203931340618894,-0.653771658639808,"not significant",0.0381925076775116
"chr1",147142483,147142721,24,11,0,0,0,0,38,23,26,22,18,17,33,39,0,18,31,14,28,18,45,34,26,27,36,39,31,9584,0,"overlapStart","ACP6",0.0493406801440131,0.533565888172806,"gain",0.163806900925793,0.861293729168408,"not significant",0.00676139934873989
"chr1",155224945,155225507,40,21,30,18,36,37,58,32,30,17,23,36,32,26,37,20,28,31,34,34,39,22,41,40,58,47,49,10598,0,"overlapStart","FAM189B",0.00793604951170565,0.53051471669878,"gain",0.229367429487219,-0.280107919192735,"not significant",0.0364480845731957
"chr1",161163110,161163161,35,14,16,0,26,0,17,26,0,19,0,15,21,24,20,15,0,0,26,15,32,23,32,24,20,14,25,11734,3732,"upstream","NDUFS2",0.0152314898732779,1.04021226798749,"gain",0.389409228440019,-0.555127271180393,"not significant",0.0448656119259293
"chr1",165599819,165599834,34,14,25,0,17,28,36,0,0,20,18,0,29,28,21,0,0,19,29,22,34,29,15,23,30,29,31,11902,263,"upstream","MGST3",0.00656005130045077,0.994050733668814,"gain",0.468818724609875,-0.511899038531433,"not significant",0.0490956997006797
"chr1",182359606,182361413,45,31,33,24,33,34,42,28,34,27,23,49,40,42,36,40,61,23,44,42,69,43,57,25,68,54,46,12674,0,"overlapStart","GLUL",0.0335290873500535,0.408611230119411,"gain",0.562564889942827,0.15200309344505,"not significant",0.0188510662705106
"chr1",201710019,201710045,32,0,0,34,19,30,30,28,0,0,26,22,25,42,0,19,16,21,34,24,36,28,32,34,54,38,33,13376,3384,"upstream","RP11-90L20.2",0.00475600962204281,1.02416942549177,"gain",0.280792046137738,-0.338703807638189,"not significant",0.0134854922083648
"chr1",202936403,202936774,33,18,0,16,0,33,20,27,0,22,12,0,29,39,23,0,0,22,50,24,62,21,27,22,53,19,28,13591,0,"overlapStart","CYB5R1",0.0441341806503895,1.20971859130134,"gain",0.683497684621594,-0.321928094887362,"not significant",0.0218701572146877
"chr1",204347183,204347303,22,0,16,36,13,25,24,16,18,0,0,15,0,21,0,0,21,15,26,16,20,12,17,13,27,26,20,13836,389,"upstream","PLEKHA6",0.0431957711793723,1.12775554719837,"gain",0.05696259835868,-1.07800251200127,"not significant",0.0248991802773877
"chr1",206809014,206809015,12,25,19,21,23,38,27,30,55,0,13,0,0,0,23,0,26,0,33,16,34,32,31,13,21,25,56,14412,46,"upstream","RP11-343H5.6",0.0161222404564423,1.30954437043153,"gain",0.0463593618637881,-1.05889368905357,"loss",0.0347545006786695
"chr1",212003025,212003123,32,28,0,0,30,23,46,36,0,0,0,37,35,32,33,0,50,43,53,30,83,24,59,33,84,44,78,14694,64,"upstream","RP11-552D8.1",0.0267426143180757,1.23725038006356,"gain",0.785890456969495,-0.0837683576925979,"not significant",0.0047456305095675
"chr1",214454130,214454141,26,27,33,16,24,0,27,47,0,0,23,27,46,0,0,25,0,20,32,31,50,27,46,22,40,39,20,14884,303,"upstream","SMYD2",0.0133393014962294,1.27454658641644,"gain",0.102567426933351,-0.826232932263294,"not significant",0.0148131641157377
"chr10",15412793,15413071,32,25,29,15,45,0,31,29,0,26,23,24,28,47,0,0,30,0,31,28,47,0,46,39,64,45,34,17610,0,"overlapStart","FAM171A1",0.0187835403417379,1.0599739549527,"gain",0.192728285770437,-0.532695191104183,"not significant",0.0491160243193124
"chr10",17685669,17685815,37,39,0,27,33,25,43,35,36,35,34,38,49,56,33,50,36,41,29,0,40,0,0,36,28,0,0,17642,308,"upstream","STAM",0.00441276128075352,-1.46513981302526,"loss",0.0996981836443523,0.449630439103385,"not significant",0.00137695782072054
"chr10",43133952,43134091,14,21,22,27,23,15,33,49,11,12,21,60,25,33,0,27,29,0,46,29,43,33,42,41,59,20,31,18429,0,"overlapStart","ZNF33B",0.0245554182786415,0.810083523370221,"gain",0.593190892154202,-0.226169112081931,"not significant",0.0480352647197368
"chr10",48354519,48354537,23,0,22,17,23,0,0,43,49,0,16,27,23,21,33,28,0,28,47,26,43,0,60,52,57,55,37,18766,486,"upstream","ZNF488",0.0244295335539341,0.896642615496677,"gain",0.300555154627751,0.491853096329675,"not significant",0.00840790330078064
"chr10",72977800,72978068,32,14,16,21,26,0,29,25,0,16,0,23,20,22,18,0,14,0,28,18,41,0,25,18,24,34,25,19691,0,"overlapStart","UNC5B-AS1",0.0148704767018946,1.0665337512557,"gain",0.0796654702749155,-0.850477286703252,"not significant",0.0473267743976716
"chr10",75634314,75634689,28,22,19,15,24,17,29,20,0,0,21,33,18,18,0,26,0,27,44,20,32,22,30,29,28,25,23,20407,0,"overlapStart","CAMK2G",0.024053255490837,0.975125331360971,"gain",0.304113853151812,-0.605000253957701,"not significant",0.0139687464834435
"chr10",101989160,101989194,14,0,0,0,30,0,13,29,17,0,22,65,43,49,37,24,27,31,28,26,18,0,13,24,16,14,22,21882,229,"upstream","RP11-316M21.6",0.049742078030301,-0.816288046827612,"loss",0.0220511917366772,1.55101516879782,"gain",0.0137585255632222
"chr10",104221109,104221128,36,15,19,0,18,0,26,22,15,0,0,19,33,14,17,0,0,16,34,16,32,24,17,16,31,28,25,22237,20,"upstream","TMEM180",0.0136720770727188,1.12001297920061,"gain",0.22129771058234,-0.57650092197296,"not significant",0.0324095844871358
"chr10",104474655,104474770,34,38,18,19,26,14,26,20,0,0,16,0,32,27,0,19,0,32,24,0,51,23,29,34,50,39,27,22365,490,"upstream","ARL3",0.0278276621455099,1.28846533599432,"gain",0.105518817125244,-0.951978485137057,"not significant",0.0201034515617265
"chr10",120966393,120966424,33,23,38,0,26,48,40,0,0,26,18,50,30,42,34,0,25,0,44,18,77,0,51,45,69,85,54,23023,676,"upstream","GRK5",0.024053255490837,1.12938479078303,"gain",0.719352527465401,-0.208586621811417,"not significant",0.0274042730272441
"chr10",121410539,121410549,36,21,0,25,37,0,0,25,21,18,0,30,0,45,24,21,26,21,33,34,43,22,0,57,112,39,44,23049,332,"upstream","BAG3",0.0299048675576586,1.05046506698299,"gain",1,0.194647430853544,"not significant",0.0418656294888814
"chr10",134349976,134350077,51,14,46,0,26,0,31,30,25,27,0,53,34,0,23,0,0,29,42,41,51,24,54,28,46,27,34,24242,1246,"upstream","INPP5A",0.0239907444468328,1.01336611798756,"gain",0.497287662369428,-0.373855886931223,"not significant",0.0491812931511313
"chr11",575478,575509,26,0,24,16,32,20,32,29,25,17,16,33,38,0,0,0,24,0,34,33,61,0,44,40,54,34,43,24614,976,"upstream","PHRF1",0.00651201815216348,1.31668001692521,"gain",0.345055844902753,-0.548356029458967,"not significant",0.00767460580131742
"chr11",2422436,2422442,34,0,26,32,36,28,44,40,33,34,17,0,0,0,46,0,28,0,38,41,63,37,41,21,64,39,40,25076,3302,"upstream","AC124057.5",0.00446598803606596,1.4331848459891,"gain",0.123516307970064,-0.925037942318778,"not significant",0.00330321500512153
"chr11",6439910,6440714,42,45,47,23,63,58,77,41,42,29,30,60,35,62,46,23,28,31,61,63,78,36,57,42,65,62,55,25409,0,"overlapStart","APBB1",0.0100465406331533,0.57913678453485,"gain",0.168007438307073,-0.358827677698892,"not significant",0.0240404243329668
"chr11",9685238,9685282,26,19,21,0,17,0,0,16,22,17,21,30,20,0,28,17,0,0,21,22,39,24,31,20,24,25,27,25741,341,"upstream","SWAP70",0.0330627152350793,0.740064832825093,"gain",0.440509709491997,0.324839690307266,"not significant",0.0197418584124868
"chr11",9779589,9779592,26,18,18,24,27,15,0,34,29,0,0,23,24,22,0,0,32,0,24,26,31,34,23,20,47,35,35,25759,246,"upstream","SBF2-AS1",0.01187548724814,1.23292308882862,"gain",0.341458150117261,-0.639410284743533,"not significant",0.00897358380847834
"chr11",61738296,61738344,32,22,28,17,29,25,32,31,0,26,0,32,31,40,0,0,0,17,41,33,41,39,22,25,25,29,28,27758,3163,"upstream","FTH1",0.0433830935824182,1.10683677739691,"gain",0.162694022036031,-0.886991038170814,"not significant",0.00930484699476127
"chr11",62381226,62381242,27,21,0,22,35,38,42,33,0,24,0,33,37,0,0,0,38,17,46,25,38,27,35,31,40,34,31,27850,988,"upstream","EML3",0.0209671950316621,1.19492941835307,"gain",0.147175159027772,-0.870943899202127,"not significant",0.012792701390422
"chr11",62521598,62521670,36,0,16,0,16,31,16,27,28,18,0,21,34,21,21,0,23,0,30,24,25,33,37,26,22,60,37,27960,0,"overlapStart","ZBTB3",0.00603037837294412,0.976636006934489,"gain",0.964041722413751,-0.0966357830451195,"not significant",0.0182001367964286
"chr11",62559044,62559079,26,15,0,17,28,0,32,0,14,0,20,19,40,28,29,12,21,0,22,33,61,29,60,27,43,0,41,28002,4786,"upstream","RP11-727F15.12",0.0271474391773962,0.940084003338111,"gain",0.653319612210714,0.311128694034839,"not significant",0.0220860781397278
"chr11",64490456,64490779,29,0,39,0,26,0,39,44,21,33,0,52,30,31,36,0,32,38,41,51,52,30,25,40,49,79,42,28691,0,"overlapStart","NRXN2",0.0370864361148335,0.735202985466946,"gain",0.753210628208468,0.303223495949493,"not significant",0.0209865691005965
"chr11",65184660,65187171,40,26,31,28,27,37,39,39,39,34,25,35,38,49,31,25,26,19,45,32,44,37,40,45,40,39,39,29036,3073,"upstream","NEAT1",0.0195856354705188,0.321428633209918,"gain",0.448458399531376,-0.0561945394526131,"not significant",0.0377124789848308
"chr11",65259905,65261425,41,29,34,24,36,30,47,47,32,31,28,42,46,46,36,28,27,27,54,33,43,34,44,47,50,41,45,29095,3807,"upstream","MALAT1",0.0245554182786415,0.34096312457959,"gain",0.532905275651561,-0.0697883301568625,"not significant",0.0398522956245956
"chr11",65291656,65291666,25,27,25,0,18,22,25,22,0,22,25,0,41,45,30,0,0,39,59,36,60,0,28,49,45,42,49,29115,881,"upstream","SCYL1",0.0209671950316621,1.01735356675027,"gain",0.8564407259983,-0.0212686167536513,"not significant",0.0181722753557162
"chr11",75525657,75526297,21,0,41,24,21,30,20,36,0,21,0,32,0,38,30,0,0,24,57,43,59,21,24,34,32,54,40,30690,0,"overlapStart","UVRAG",0.00503909705168376,1.47988864362881,"gain",0.31792403382824,-0.734476042140508,"not significant",0.00237448421265864
"chr11",119238403,119238851,22,0,29,17,23,15,31,28,0,0,16,0,24,22,17,17,20,20,24,29,29,19,19,16,33,21,24,32965,4564,"upstream","RP11-334E6.3",0.0266081260921211,0.806007238595858,"gain",0.139322366377834,-0.600787467882839,"not significant",0.0486304277653423
"chr11",119884877,119884918,24,13,18,15,28,0,27,20,16,19,18,0,23,0,26,0,0,15,23,39,29,29,22,19,28,19,14,33216,2009,"upstream","RP11-831A10.1",0.0136302789641743,1.07605424021175,"gain",0.224992401592997,-0.631472465318892,"not significant",0.0185853474078829
"chr11",120382416,120382436,20,19,0,0,26,0,21,17,0,15,14,14,0,21,17,14,21,0,20,15,35,15,32,27,24,19,31,33325,31,"upstream","GRIK4",0.00594147292979574,1.0622064230944,"gain",0.554442250403528,-0.150447626943009,"not significant",0.0109455166600426
"chr11",121322557,121322640,43,21,28,25,33,29,47,0,0,19,22,0,33,0,23,20,0,17,42,29,39,30,32,0,41,29,42,33362,271,"upstream","SORL1",0.00737111524991172,1.23566102249196,"gain",0.0247183191379369,-1.07601786684478,"loss",0.0141765657541326
"chr12",3185903,3185932,0,22,24,15,28,25,0,21,0,0,29,25,34,39,0,31,0,18,28,23,42,43,31,44,45,45,30,34626,4588,"upstream","RP11-253E3.1",0.0137978146432156,1.06325888161497,"gain",0.650727689300692,0.0606879266991042,"not significant",0.00347115358440997
"chr12",27863655,27863761,21,16,30,15,17,0,24,13,0,14,0,16,17,0,25,38,0,15,32,0,30,44,20,32,36,42,19,35742,0,"overlapStart","RP11-1060J15.4",0.0188365985962183,1.18057224564182,"gain",0.368514327597803,-0.443606651475615,"not significant",0.0263105231774092
"chr12",49453493,49453593,32,25,35,32,23,25,69,37,0,20,28,24,47,34,23,28,22,0,36,31,51,30,55,36,42,33,30,36408,0,"overlapStart","KMT2D",0.00614251809381845,0.75808888573196,"gain",0.0748064564450202,-0.620690205195682,"not significant",0.0359931986720993
"chr12",50099936,50100254,32,17,0,25,36,0,30,22,0,17,20,0,37,38,27,28,0,23,39,31,34,42,60,0,47,42,27,36555,1253,"upstream","TMBIM6",0.0193167968931712,0.913064363228719,"gain",0.928421461617264,-0.0919224894410393,"not significant",0.0467740975190828
"chr12",50296777,50298369,36,25,19,20,38,45,28,38,36,26,25,33,36,57,27,22,27,30,43,37,41,33,37,44,60,39,43,36656,0,"overlapStart","FAIM2",0.00539923572735216,0.393011192948845,"gain",0.928942822947119,0.035482586809426,"not significant",0.0350277659588184
"chr12",57400213,57400247,18,18,24,15,35,34,33,37,34,44,13,46,43,45,21,27,19,14,0,0,0,18,0,0,48,32,20,37811,0,"overlapStart","ZBTB39",0.043570597098054,-1.22274169988576,"loss",0.533541376457306,0.193992761404142,"not significant",0.0317630649368265
"chr12",62860331,62860345,18,12,24,23,30,0,44,28,0,0,32,35,19,52,31,0,0,0,30,28,41,31,41,39,47,28,38,38088,251,"upstream","MON2",0.0477413138729885,1.08651401185679,"gain",0.650902292227665,-0.404864435869434,"not significant",0.0256471505367111
"chr12",64237313,64237323,25,26,27,28,37,51,32,43,0,31,26,31,0,0,26,31,23,0,43,29,49,0,33,36,52,0,45,38140,749,"upstream","SRGAP1",0.0340411423607518,0.924592597341978,"gain",0.027992821590624,-1.00107303466523,"loss",0.0486915108219505
"chr12",72233198,72233262,20,30,0,0,22,16,28,17,0,28,15,18,22,0,16,40,0,0,29,23,34,35,31,31,29,20,23,38439,4021,"upstream","RP11-2H8.3",0.00968842942179262,1.0274154575804,"gain",0.525733319901106,-0.258269457665044,"not significant",0.0212924568872134
"chr12",106640756,106640767,33,43,31,23,37,0,0,24,0,24,27,0,36,0,22,17,28,0,29,25,35,34,31,31,46,39,35,39276,21,"upstream","RP11-651L5.2",0.00356898538255221,1.1378819852004,"gain",0.20490360207089,-0.63257038222821,"not significant",0.0153996051119633
"chr12",109125235,109125707,32,16,37,0,37,29,35,28,0,22,28,46,36,39,29,27,24,23,36,35,45,37,38,40,61,45,34,39423,0,"overlapStart","CORO1C",0.0177919405631742,0.589246387105327,"gain",0.789385335735717,0.0346370016720172,"not significant",0.0194600811809445
"chr12",120933927,120933939,28,0,23,0,40,37,32,23,39,0,0,36,53,0,0,22,13,17,64,29,35,37,33,56,75,31,70,40400,183,"upstream","DYNLL1-AS1",0.0123735028944046,1.40834284670484,"gain",0.4414911880728,-0.34577483684173,"not significant",0.00330170123432525
"chr12",122150310,122150312,18,0,29,20,0,19,21,27,0,24,19,0,27,16,19,0,38,21,34,18,40,26,40,31,45,0,48,40666,345,"upstream","TMEM120B",0.0328302413035698,0.93400244122576,"gain",0.892530158494375,-0.0304652807270512,"not significant",0.036847828632031
"chr12",132413309,132413317,33,0,25,16,0,25,24,22,0,17,26,30,29,34,25,0,0,0,35,34,37,24,49,19,32,15,65,41798,427,"upstream","PUS1",0.0267426143180757,1.09721062060467,"gain",0.891786222523829,-0.17092030678768,"not significant",0.0202994556051113
"chr13",41239061,41241492,36,20,21,22,30,24,38,30,29,19,26,31,34,40,27,25,35,19,36,37,46,29,34,25,58,40,34,42913,0,"overlapStart","FOXO1",0.0405167468452678,0.40232644752929,"gain",0.893864192211615,0.0449874547733103,"not significant",0.0235003709735887
"chr13",45914731,45914750,0,0,0,41,45,48,70,25,0,18,32,58,0,39,29,34,24,17,87,50,63,90,0,52,58,41,84,43241,2986,"upstream","SNORA31",0.00883075132824049,1.21663315204776,"gain",0.686193045000512,-0.189588329033534,"not significant",0.0135789331780506
"chr13",49107076,49107385,47,31,25,29,51,25,51,34,31,20,59,67,52,52,31,43,45,35,66,45,74,75,69,62,57,51,58,43361,0,"overlapStart","RCBTB2",0.014178099427467,0.508665020048991,"gain",0.228642659876812,0.24818664142648,"not significant",0.000726144164738104
"chr13",99738395,99738404,22,25,44,32,47,0,40,34,25,0,0,53,32,36,0,0,19,0,41,25,57,19,42,26,42,30,32,44063,1668,"upstream","DOCK9-AS2",0.0391056423836533,1.08030162809086,"gain",0.123516307970064,-0.886343218204433,"not significant",0.0472342854806263
"chr13",114566077,114566110,20,0,18,23,19,17,40,22,33,21,12,0,16,0,0,17,0,24,27,26,47,18,40,20,41,40,0,44682,1030,"upstream","GAS6-AS2",0.0188365985962183,1.22629687579236,"gain",0.177830204251865,-0.692296544832478,"not significant",0.0320523719171427
"chr14",33401973,33402196,0,17,0,21,0,17,21,0,19,31,19,27,26,28,26,0,17,0,22,31,32,18,27,26,36,33,31,45707,1942,"upstream","NPAS3",0.0402512321200309,0.559546056176969,"gain",0.0625637947400008,1.02260142893713,"not significant",0.00149422304234262
"chr14",36295935,36295986,31,27,15,0,34,0,46,33,24,33,40,41,28,49,26,0,38,25,42,42,48,27,65,32,51,63,52,45938,0,"overlapStart","RP11-317N8.5",0.01272380812852,0.62517476870865,"gain",0.476056373031942,0.386840607448192,"not significant",0.00648159686316648
"chr14",51706996,51707008,0,0,46,0,0,0,25,44,0,16,22,55,15,68,26,20,36,20,62,58,36,37,38,34,41,35,28,46343,3799,"upstream","SNORA70",0.0410490354417096,0.560539026781939,"gain",0.174382940313805,0.95152292689177,"not significant",0.0193059201680993
"chr14",67999236,67999240,34,35,40,0,0,28,47,33,0,22,0,73,35,0,23,27,0,26,33,30,77,23,36,47,76,48,43,47168,777,"upstream","PLEKHH1",0.00865252185345233,1.15550053768128,"gain",0.20490360207089,-0.396978800148623,"not significant",0.0341295981391495
"chr14",71373876,71373879,24,32,21,43,38,0,58,43,0,13,27,52,0,0,34,31,0,0,43,23,48,25,42,49,54,36,33,47371,242,"upstream","PCNX",0.0150956699809426,1.3209067178246,"gain",0.0853496380639313,-1.04411563368229,"not significant",0.012545177546843
"chr14",74100553,74100670,19,24,17,20,22,0,46,28,0,16,17,25,26,33,20,25,0,0,53,31,32,27,30,20,48,28,34,47515,0,"overlapStart","RP3-414A15.10",0.0041662985662395,1.05532707403338,"gain",0.531196298396378,-0.441509710640035,"not significant",0.0122645056404309
"chr14",74417011,74417137,29,20,0,17,22,15,58,22,0,26,15,29,16,56,25,0,0,17,49,17,41,52,19,36,36,35,44,47629,0,"overlapStart","FAM161B",0.0175919784380124,0.990384911123279,"gain",0.56072967603009,-0.314065977114392,"not significant",0.0473368525594389
"chr14",75743664,75743689,27,22,0,0,22,46,0,31,0,20,26,47,26,32,27,0,21,0,33,25,46,22,34,38,57,33,38,47813,1787,"upstream","FOS",0.0195856354705188,0.864106627132479,"gain",0.963849253294278,0.105243160027337,"not significant",0.030303521139511
"chr14",93580788,93582729,33,27,34,22,45,27,44,36,37,24,39,50,41,36,37,25,40,23,41,26,52,48,36,44,48,47,55,48949,0,"overlapStart","ITPK1",0.0370032078959645,0.325566671950711,"gain",0.593382240371966,0.0714143332921627,"not significant",0.0341423219405705
"chr14",104015120,104015197,32,19,21,0,28,0,36,26,31,23,20,0,38,38,0,0,23,28,43,27,46,28,38,34,44,27,29,49840,1484,"upstream","RNU7-160P",0.0267426143180757,0.804732150443224,"gain",0.928346040672997,-0.0107264065930583,"not significant",0.0275645394598442
"chr15",30113865,30113885,26,28,34,26,31,23,38,15,0,0,25,30,29,0,12,26,0,0,32,0,26,34,20,58,37,55,27,50522,948,"upstream","RP11-680F8.3",0.0180470508006938,1.39619143838284,"gain",0.027499615687078,-1.17909331671591,"loss",0.0105206867646574
"chr15",37390952,37391003,26,22,21,0,0,0,0,22,24,0,17,19,17,15,20,22,18,0,38,23,27,16,26,24,42,22,26,51020,536,"upstream","RP11-128A17.1",0.00475600962204281,0.834812917564351,"gain",0.963810387269681,0.418204778357527,"not significant",0.00592323240753951
"chr15",42867823,42867841,34,24,34,13,0,31,20,16,0,0,21,20,0,21,0,23,16,14,54,20,22,33,34,31,32,20,0,51515,15,"upstream","STARD9",0.0186247247943463,1.24902754783991,"gain",0.115363361766168,-0.902702798645085,"not significant",0.0305053605280926
"chr15",68502658,68502683,21,20,17,17,28,0,24,22,23,19,0,0,24,20,0,24,20,0,0,31,32,33,34,33,31,32,26,53086,4240,"upstream","CALML4",0.00258306013450148,1.10691520391651,"gain",0.443196643741392,-0.518728802321069,"not significant",0.0148143593144494
"chr15",69452383,69452388,36,20,0,19,42,24,29,29,0,23,23,21,23,0,26,0,0,12,42,33,65,0,20,29,54,36,31,53344,534,"upstream","GLCE",0.00933671179656327,1.42812749871929,"gain",0.0649743916892239,-0.958552715431011,"not significant",0.0131921800145497
"chr15",74753238,74753254,29,18,28,14,0,15,0,19,19,22,0,0,34,0,20,11,0,16,37,23,39,21,26,32,24,22,18,53706,351,"upstream","UBL7-AS1",0.00677853231106923,1.14012899315676,"gain",0.717201681512574,-0.333705262663716,"not significant",0.0137182557807387
"chr15",75230144,75230817,46,14,42,36,36,47,55,24,39,19,30,38,63,40,28,28,29,36,43,47,49,46,61,38,73,51,53,53811,0,"overlapStart","COX5A",0.00546060170895501,0.549414922042059,"gain",0.504057986424945,-0.0995356735509144,"not significant",0.0151222090758718
"chr15",78556288,78556329,0,0,22,33,0,0,60,37,39,0,36,32,43,36,29,44,0,14,31,47,51,42,37,39,72,48,35,54193,98,"upstream","DNAJA4",0.0335290873500535,0.710297643704126,"gain",0.341717004210456,0.522901532588905,"not significant",0.0170451499317842
